lat,lon,pontoId
-8.046500552147236,-34.95985,8998.0
-8.046500552147236,-34.95985,9361.0
-8.05955,-34.945210958904106,7693.0
-8.05955,-34.945210958904106,6959.0
-8.05955,-34.945210958904106,8456.0
-8.05955,-34.945210958904106,7570.0
-8.05955,-34.945210958904106,9198.0
-8.05955,-34.95985,7775.0
-8.05955,-34.949249315068485,6728.0
-8.046500552147236,-34.95985,8580.0
-8.046500552147236,-34.95985,9368.0
-8.05955,-34.945210958904106,8949.0
-8.046500552147236,-34.95985,8460.0
-8.046500552147236,-34.95985,7871.0
-8.056972331288343,-34.945210958904106,8146.0
-8.05955,-34.945210958904106,8087.0
-8.059469447852761,-34.945210958904106,8246.0
-8.046500552147236,-34.95985,7841.0
-8.046500552147236,-34.95985,9475.0
-8.05955,-34.945210958904106,9451.0
-8.05955,-34.94874452054795,7616.0
-8.046500552147236,-34.95985,9196.0
-8.046500552147236,-34.95985,9328.0
-8.05955,-34.945210958904106,8290.0
-8.046500552147236,-34.95985,8514.0
-8.047144969325153,-34.95985,7249.0
-8.05955,-34.95985,7401.0
-8.058744478527608,-34.945210958904106,8057.0
-8.05955,-34.95985,6943.0
-8.05955,-34.95985,6965.0
-8.046500552147236,-34.945210958904106,9246.0
-8.046500552147236,-34.95985,9652.0
-8.047386625766869,-34.945210958904106,7184.0
-8.05616680981595,-34.945210958904106,8025.0
-8.05834171779141,-34.945210958904106,8082.0
-8.05955,-34.945210958904106,9342.0
-8.046500552147236,-34.95985,7399.0
-8.05955,-34.945210958904106,7913.0
-8.046500552147236,-34.95985,9325.0
-8.05955,-34.945210958904106,9373.0
-8.046500552147236,-34.95985,8973.0
-8.046500552147236,-34.95985,7186.0
-8.05955,-34.95985,6866.0
-8.05955,-34.945210958904106,7655.0
-8.05955,-34.945210958904106,8598.0
-8.046500552147236,-34.95985,9427.0
-8.05955,-34.945210958904106,8277.0
-8.05955,-34.945210958904106,8258.0
-8.05955,-34.945210958904106,6895.0
-8.05955,-34.951470410958905,7358.0
-8.05955,-34.945210958904106,9061.0
-8.05955,-34.945210958904106,8609.0
-8.05955,-34.945210958904106,7659.0
-8.046500552147236,-34.945210958904106,9264.0
-8.05955,-34.945210958904106,6716.0
-8.05955,-34.945210958904106,9158.0
-8.046500552147236,-34.95985,8984.0
-8.05955,-34.945210958904106,6816.0
-8.05955,-34.949552191780825,9579.0
-8.05955,-34.945210958904106,9181.0
-8.05955,-34.945210958904106,7546.0
-8.05955,-34.945210958904106,7427.0
-8.05955,-34.945210958904106,7661.0
-8.058905582822085,-34.945210958904106,7689.0
-8.05955,-34.95985,6991.0
-8.05955,-34.95985,6849.0
-8.05955,-34.945210958904106,8249.0
-8.05955,-34.95985,7492.0
-8.05955,-34.95005698630137,9591.0
-8.046500552147236,-34.95985,7725.0
-8.05955,-34.95985,7104.0
-8.05955,-34.945210958904106,6665.0
-8.046500552147236,-34.95985,8971.0
-8.05955,-34.95985,6803.0
-8.046500552147236,-34.945210958904106,8931.0
-8.05955,-34.95985,6782.0
-8.05955,-34.95985,7052.0
-8.046500552147236,-34.95985,8816.0
-8.046500552147236,-34.95985,9055.0
-8.05955,-34.95985,7739.0
-8.059308343558282,-34.945210958904106,7706.0
-8.05955,-34.945210958904106,8101.0
-8.046500552147236,-34.95985,9544.0
-8.05955,-34.945210958904106,8167.0
-8.046500552147236,-34.95985,9637.0
-8.05955,-34.945210958904106,9446.0
-8.05955,-34.945210958904106,8211.0
-8.046500552147236,-34.95985,9210.0
-8.05955,-34.95985,7105.0
-8.046500552147236,-34.95985,7420.0
-8.05955,-34.95985,7173.0
-8.046500552147236,-34.95985,7478.0
-8.046500552147236,-34.945210958904106,9242.0
-8.05955,-34.945210958904106,7899.0
-8.05955,-34.945210958904106,9315.0
-8.057777852760736,-34.945210958904106,7878.0
-8.05955,-34.945210958904106,7889.0
-8.046500552147236,-34.95985,9622.0
-8.05955,-34.945210958904106,6622.0
-8.046500552147236,-34.95985,8159.0
-8.046500552147236,-34.945210958904106,9193.0
-8.046500552147236,-34.95985,8784.0
-8.046500552147236,-34.95985,7205.0
-8.046500552147236,-34.95985,8179.0
-8.047789386503068,-34.95985,7120.0
-8.05955,-34.95985,7587.0
-8.046500552147236,-34.95985,9519.0
-8.046500552147236,-34.95985,8937.0
-8.05955,-34.945210958904106,6625.0
-8.05955,-34.945210958904106,6635.0
-8.05955,-34.945210958904106,6934.0
-8.046500552147236,-34.95985,7809.0
-8.046500552147236,-34.95985,8666.0
-8.05955,-34.945210958904106,7900.0
-8.05955,-34.945210958904106,6993.0
-8.046500552147236,-34.95985,8539.0
-8.047386625766869,-34.95985,8046.0
-8.046500552147236,-34.95985,7772.0
-8.05955,-34.945210958904106,8728.0
-8.05955,-34.94995602739726,7349.0
-8.05955,-34.945210958904106,8736.0
-8.046500552147236,-34.95985,8343.0
-8.046500552147236,-34.95985,8756.0
-8.05955,-34.95985,6769.0
-8.046500552147236,-34.95985,9132.0
-8.046500552147236,-34.95985,8876.0
-8.046500552147236,-34.95985,8722.0
-8.05955,-34.945210958904106,8482.0
-8.05955,-34.945210958904106,9338.0
-8.05955,-34.945210958904106,8651.0
-8.05955,-34.945210958904106,8308.0
-8.05955,-34.945210958904106,6673.0
-8.046500552147236,-34.95985,9348.0
-8.046500552147236,-34.95985,8806.0
-8.046500552147236,-34.95954712328768,9385.0
-8.05955,-34.945210958904106,7649.0
-8.05955,-34.945210958904106,8807.0
-8.046500552147236,-34.95985,9314.0
-8.046500552147236,-34.95985,9144.0
-8.05955,-34.945210958904106,8883.0
-8.05955,-34.95985,7045.0
-8.05955,-34.95985,7107.0
-8.05955,-34.945210958904106,7765.0
-8.05955,-34.945210958904106,6705.0
-8.05955,-34.95985,6841.0
-8.05955,-34.945210958904106,7991.0
-8.05955,-34.945210958904106,8401.0
-8.046500552147236,-34.95985,9449.0
-8.046500552147236,-34.95985,8759.0
-8.046500552147236,-34.95985,9621.0
